graph_number,is_bipartite,num_edges,diameter,clique_num,is_distance_regular,is_eulerian,cut_vertice_list,num_cut_vertices,cycle_basis,degree_sequence,aut_group_generator,grp_size_1,grp_size_2,orbits,num_orbits,3_cycle_size_str,4_cycle_size_str,5_cycle_size_str,6_cycle_size_str,7_cycle_size_str,8_cycle_size_str
10065.,False,15,3,3,False,False,[],0,"[[5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 1, 7, 0], [5, 1, 7], [6, 1, 7], [3, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 2), (4, 2), (5, 4), (6, 5), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,1,0,0,0,0
10066.,False,15,2,3,False,False,[],0,"[[4, 7, 0], [6, 7, 0], [5, 2, 7, 0], [6, 2, 7], [4, 1, 7], [5, 1, 7, 0], [6, 1, 7], [3, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 2), (4, 3), (5, 3), (6, 5), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,6,2,0,0,0,0
10067.,False,15,2,3,False,False,[],0,"[[4, 7, 0], [5, 7, 0], [5, 2, 7], [6, 2, 7, 0], [4, 1, 7], [5, 1, 7], [6, 1, 7, 0], [3, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 2), (4, 3), (5, 4), (6, 4), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,6,2,0,0,0,0
10068.,False,16,2,3,False,False,[],0,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 1, 7], [5, 1, 7], [6, 1, 7], [3, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 2), (4, 3), (5, 4), (6, 5), (7, 6)]","[[6, 5, 4, 3, 2, 1, 0, 7]]",2.0,0,"[0, 1, 2, 3, 2, 1, 0, 7]",5,9,0,0,0,0,0
10069.,False,15,3,3,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [5, 2, 7], [6, 2, 7, 0], [4, 1, 7, 0], [5, 1, 7], [6, 1, 7, 0], [3, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 3), (4, 2), (5, 4), (6, 4), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,5,3,0,0,0,0
10070.,False,16,3,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 1, 7, 0], [5, 1, 7], [6, 1, 7], [3, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 3), (4, 2), (5, 4), (6, 5), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,1,0,0,0,0
10071.,False,15,2,3,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 2, 7, 0], [6, 2, 7, 0], [4, 1, 7], [5, 1, 7, 0], [6, 1, 7, 0], [3, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 3), (4, 3), (5, 3), (6, 4), (7, 5)]","[[7, 6, 5, 4, 3, 2, 1, 0]]",2.0,0,"[0, 1, 2, 3, 3, 2, 1, 0]",4,4,4,0,0,0,0
10072.,False,16,2,4,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [6, 7, 0], [5, 2, 7, 0], [6, 2, 7], [4, 1, 7], [5, 1, 7, 0], [6, 1, 7], [3, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 3), (4, 3), (5, 3), (6, 5), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,2,0,0,0,0
10073.,False,16,2,3,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [5, 2, 7], [6, 2, 7, 0], [4, 1, 7], [5, 1, 7], [6, 1, 7, 0], [3, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 3), (4, 3), (5, 4), (6, 4), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,2,0,0,0,0
10074.,False,17,2,4,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 1, 7], [5, 1, 7], [6, 1, 7], [3, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 3), (4, 3), (5, 4), (6, 5), (7, 7)]","[[6, 5, 4, 3, 2, 1, 0, 7]]",2.0,0,"[0, 1, 2, 3, 2, 1, 0, 7]",5,10,0,0,0,0,0
10075.,False,17,2,4,False,False,[],0,"[[3, 6, 0], [5, 6, 0], [1, 7, 6], [2, 7, 6], [3, 7, 6], [4, 7, 6, 0], [5, 7, 6], [5, 2, 6], [4, 1, 6, 0], [5, 1, 6]]","[(0, 4), (1, 4), (2, 3), (3, 3), (4, 3), (5, 5), (6, 6), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,2,0,0,0,0
10076.,False,17,2,4,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [3, 6, 0], [5, 6, 0], [4, 1, 6, 0], [5, 1, 6]]","[(0, 5), (1, 3), (2, 3), (3, 3), (4, 3), (5, 5), (6, 6), (7, 6)]","[[5, 4, 3, 2, 1, 0, 7, 6]]",2.0,0,"[0, 1, 2, 2, 1, 0, 6, 6]",4,9,1,0,0,0,0
10077.,False,17,3,4,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [4, 1, 7], [5, 1, 7], [6, 1, 7], [3, 6, 0], [5, 6, 0], [5, 2, 6]]","[(0, 5), (1, 4), (2, 2), (3, 3), (4, 3), (5, 5), (6, 6), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,10,0,0,0,0,0
10078.,False,17,2,4,False,False,[],0,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 1, 7], [5, 1, 7], [6, 1, 7], [3, 6, 0], [5, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 2), (4, 3), (5, 5), (6, 6), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,10,0,0,0,0,0
10079.,False,17,3,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 1, 7, 0], [5, 1, 7], [6, 1, 7], [3, 6, 0], [5, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 3), (4, 2), (5, 5), (6, 6), (7, 6)]","[[0, 1, 2, 3, 4, 5, 7, 6]]",2.0,0,"[0, 1, 2, 3, 4, 5, 6, 6]",7,9,1,0,0,0,0
10080.,False,17,2,4,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [6, 7, 0], [5, 2, 7, 0], [6, 2, 7], [4, 1, 7], [5, 1, 7, 0], [6, 1, 7], [3, 6, 0], [5, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 3), (4, 3), (5, 4), (6, 6), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,2,0,0,0,0
10081.,False,17,2,3,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [5, 2, 7], [6, 2, 7, 0], [4, 1, 7], [5, 1, 7], [6, 1, 7, 0], [3, 6, 0], [5, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 3), (4, 3), (5, 5), (6, 5), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,2,0,0,0,0
10082.,False,18,2,4,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 1, 7], [5, 1, 7], [6, 1, 7], [3, 6, 0], [5, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 3), (4, 3), (5, 5), (6, 6), (7, 7)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,11,0,0,0,0,0
10083.,False,16,2,3,False,False,[],0,"[[3, 6, 0], [4, 6, 0], [5, 2, 6, 0], [1, 7, 2, 6], [3, 7, 2, 6], [4, 7, 2, 6], [5, 7, 2], [4, 1, 6], [5, 1, 6, 0]]","[(0, 4), (1, 4), (2, 3), (3, 3), (4, 4), (5, 4), (6, 5), (7, 5)]","[[5, 4, 3, 2, 1, 0, 7, 6]]",2.0,0,"[0, 1, 2, 2, 1, 0, 6, 6]",4,4,5,0,0,0,0
10084.,False,17,2,4,False,False,[],0,"[[3, 6, 0], [4, 6, 0], [1, 7, 6], [2, 7, 6], [3, 7, 6], [4, 7, 6], [5, 7, 6, 0], [5, 2, 6, 0], [4, 1, 6], [5, 1, 6, 0]]","[(0, 4), (1, 4), (2, 3), (3, 3), (4, 4), (5, 4), (6, 6), (7, 6)]","[[5, 4, 3, 2, 1, 0, 7, 6]]",2.0,0,"[0, 1, 2, 2, 1, 0, 6, 6]",4,7,3,0,0,0,0
10085.,False,17,2,4,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [4, 1, 7], [5, 1, 7], [6, 1, 7], [3, 6, 0], [4, 6, 0], [5, 2, 6, 0]]","[(0, 5), (1, 4), (2, 2), (3, 3), (4, 4), (5, 4), (6, 6), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,9,1,0,0,0,0
10086.,False,17,2,4,False,False,[],0,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 1, 7], [5, 1, 7], [6, 1, 7], [3, 6, 0], [4, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 2), (4, 4), (5, 4), (6, 6), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,10,0,0,0,0,0
10087.,False,17,2,4,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [6, 7, 0], [5, 2, 7, 0], [6, 2, 7], [4, 1, 7], [5, 1, 7, 0], [6, 1, 7], [3, 6, 0], [4, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 3), (4, 4), (5, 3), (6, 6), (7, 6)]","[[0, 1, 2, 3, 4, 5, 7, 6]]",2.0,0,"[0, 1, 2, 3, 4, 5, 6, 6]",7,8,2,0,0,0,0
10088.,False,17,2,3,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [5, 2, 7], [6, 2, 7, 0], [4, 1, 7], [5, 1, 7], [6, 1, 7, 0], [3, 6, 0], [4, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 3), (4, 4), (5, 4), (6, 5), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,2,0,0,0,0
10089.,False,18,2,4,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 1, 7], [5, 1, 7], [6, 1, 7], [3, 6, 0], [4, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 3), (4, 4), (5, 4), (6, 6), (7, 7)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,11,0,0,0,0,0
1008.,True,7,5,2,False,False,"[6, 1, 7, 0]",4,[],"[(0, 3), (1, 2), (2, 1), (3, 1), (4, 1), (5, 1), (6, 2), (7, 3)]","[[7, 6, 5, 4, 3, 2, 1, 0]]",2.0,0,"[0, 1, 2, 3, 3, 2, 1, 0]",4,0,0,0,0,0,0
10090.,False,18,2,3,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [5, 2, 7], [6, 2, 7, 0], [4, 1, 7], [5, 1, 7], [6, 1, 7, 0], [3, 6, 0], [4, 6, 0], [5, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 3), (4, 4), (5, 5), (6, 6), (7, 6)]","[[0, 1, 2, 3, 4, 5, 7, 6], [5, 4, 3, 2, 1, 0, 6, 7]]",4.0,0,"[0, 1, 2, 2, 1, 0, 6, 6]",4,9,2,0,0,0,0
10091.,False,19,2,4,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 1, 7], [5, 1, 7], [6, 1, 7], [3, 6, 0], [4, 6, 0], [5, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 3), (4, 4), (5, 5), (6, 7), (7, 7)]","[[0, 1, 2, 3, 4, 5, 7, 6], [5, 4, 3, 2, 1, 0, 6, 7]]",4.0,0,"[0, 1, 2, 2, 1, 0, 6, 6]",4,12,0,0,0,0,0
10092.,False,18,2,5,False,False,[],0,"[[4, 5, 0], [1, 7, 5], [2, 7, 5], [3, 7, 5, 0], [4, 7, 5], [6, 7, 5], [1, 6, 5], [2, 6, 5], [3, 6, 5, 0], [4, 6, 5], [4, 1, 5]]","[(0, 3), (1, 4), (2, 3), (3, 3), (4, 5), (5, 6), (6, 6), (7, 6)]","[[0, 1, 2, 3, 4, 5, 7, 6]]",2.0,0,"[0, 1, 2, 3, 4, 5, 6, 6]",7,9,2,0,0,0,0
10093.,False,18,2,5,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [1, 6, 7], [3, 6, 7], [4, 6, 7], [5, 6, 7], [5, 2, 6], [4, 1, 7], [5, 1, 7], [4, 5, 0]]","[(0, 4), (1, 4), (2, 2), (3, 3), (4, 5), (5, 6), (6, 6), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,11,0,0,0,0,0
10094.,False,18,2,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [1, 6, 7], [2, 6, 7], [3, 6, 7], [4, 6, 7, 0], [5, 6, 7], [5, 2, 7], [4, 1, 7, 0], [5, 1, 7], [4, 5, 0]]","[(0, 4), (1, 4), (2, 3), (3, 3), (4, 4), (5, 6), (6, 6), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,9,2,0,0,0,0
10095.,False,18,2,4,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [5, 2, 7], [1, 6, 2, 7], [3, 6, 2, 7], [4, 6, 2, 7], [5, 6, 2], [4, 1, 7], [5, 1, 7], [4, 5, 0]]","[(0, 4), (1, 4), (2, 3), (3, 3), (4, 5), (5, 6), (6, 5), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,3,0,0,0,0
10096.,False,19,2,5,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [1, 6, 7], [2, 6, 7], [3, 6, 7], [4, 6, 7], [5, 6, 7], [5, 2, 7], [4, 1, 7], [5, 1, 7], [4, 5, 0]]","[(0, 4), (1, 4), (2, 3), (3, 3), (4, 5), (5, 6), (6, 6), (7, 7)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,12,0,0,0,0,0
10097.,False,16,2,3,False,False,[],0,"[[3, 6, 0], [4, 6, 0], [2, 7, 6], [3, 7, 6], [5, 7, 6, 0], [4, 1, 7, 6], [5, 1, 7], [5, 2, 6, 0], [4, 5, 0]]","[(0, 4), (1, 3), (2, 3), (3, 3), (4, 4), (5, 5), (6, 5), (7, 5)]","[[4, 3, 2, 1, 0, 6, 5, 7]]",2.0,0,"[0, 1, 2, 1, 0, 5, 5, 7]",5,6,3,0,0,0,0
10098.,False,16,3,4,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [5, 2, 7], [6, 2, 7, 0], [3, 6, 0], [4, 6, 0], [4, 5, 0], [4, 1, 5]]","[(0, 5), (1, 2), (2, 3), (3, 3), (4, 5), (5, 5), (6, 4), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,1,0,0,0,0
10099.,False,16,2,4,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [4, 1, 7], [5, 1, 7], [3, 6, 0], [4, 6, 0], [5, 2, 6, 0], [4, 5, 0]]","[(0, 5), (1, 3), (2, 2), (3, 3), (4, 5), (5, 5), (6, 4), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,1,0,0,0,0
1009.,False,8,4,3,False,False,"[6, 1, 7, 0]",4,"[[6, 7, 0]]","[(0, 3), (1, 2), (2, 1), (3, 1), (4, 1), (5, 1), (6, 3), (7, 4)]","[[6, 1, 4, 3, 2, 5, 0, 7]]",2.0,0,"[0, 1, 2, 3, 2, 5, 0, 7]",6,1,0,0,0,0,0
10100.,False,17,2,4,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [4, 1, 7], [5, 1, 7], [3, 6, 0], [4, 6, 0], [5, 2, 6, 0], [4, 5, 0]]","[(0, 5), (1, 3), (2, 2), (3, 3), (4, 5), (5, 5), (6, 5), (7, 6)]","[[4, 3, 2, 1, 0, 6, 5, 7]]",2.0,0,"[0, 1, 2, 1, 0, 5, 5, 7]",5,9,1,0,0,0,0
10101.,False,16,3,4,False,False,[],0,"[[4, 7, 0], [5, 7, 0], [5, 2, 7], [6, 2, 7, 0], [4, 1, 7], [5, 1, 7], [3, 6, 0], [4, 6, 0], [4, 5, 0]]","[(0, 5), (1, 3), (2, 3), (3, 2), (4, 5), (5, 5), (6, 4), (7, 5)]","[[0, 1, 2, 3, 4, 7, 6, 5]]",2.0,0,"[0, 1, 2, 3, 4, 5, 6, 5]",7,8,1,0,0,0,0
10102.,False,17,3,4,False,False,[],0,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 1, 7], [5, 1, 7], [3, 6, 0], [4, 6, 0], [4, 5, 0]]","[(0, 5), (1, 3), (2, 3), (3, 2), (4, 5), (5, 5), (6, 5), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,10,0,0,0,0,0
10103.,False,16,2,3,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [5, 2, 7], [6, 2, 7, 0], [4, 1, 7, 0], [5, 1, 7], [3, 6, 0], [4, 6, 0], [4, 5, 0]]","[(0, 5), (1, 3), (2, 3), (3, 3), (4, 4), (5, 5), (6, 4), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,2,0,0,0,0
10104.,False,17,2,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 1, 7, 0], [5, 1, 7], [3, 6, 0], [4, 6, 0], [4, 5, 0]]","[(0, 5), (1, 3), (2, 3), (3, 3), (4, 4), (5, 5), (6, 5), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,9,1,0,0,0,0
10105.,False,17,2,4,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [5, 2, 7], [6, 2, 7, 0], [4, 1, 7], [5, 1, 7], [3, 6, 0], [4, 6, 0], [4, 5, 0]]","[(0, 5), (1, 3), (2, 3), (3, 3), (4, 5), (5, 5), (6, 4), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,9,1,0,0,0,0
10106.,False,18,2,4,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 1, 7], [5, 1, 7], [3, 6, 0], [4, 6, 0], [4, 5, 0]]","[(0, 5), (1, 3), (2, 3), (3, 3), (4, 5), (5, 5), (6, 5), (7, 7)]","[[4, 3, 2, 1, 0, 6, 5, 7]]",2.0,0,"[0, 1, 2, 1, 0, 5, 5, 7]",5,11,0,0,0,0,0
10107.,False,18,2,5,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [4, 1, 7], [5, 1, 7], [3, 6, 0], [4, 6, 0], [5, 6, 0], [5, 2, 6], [4, 5, 0]]","[(0, 5), (1, 3), (2, 2), (3, 3), (4, 5), (5, 6), (6, 6), (7, 6)]","[[4, 3, 2, 1, 0, 6, 5, 7]]",2.0,0,"[0, 1, 2, 1, 0, 5, 5, 7]",5,11,0,0,0,0,0
10108.,False,18,2,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 1, 7, 0], [5, 1, 7], [3, 6, 0], [4, 6, 0], [5, 6, 0], [4, 5, 0]]","[(0, 5), (1, 3), (2, 3), (3, 3), (4, 4), (5, 6), (6, 6), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,10,1,0,0,0,0
10109.,False,19,2,5,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 1, 7], [5, 1, 7], [3, 6, 0], [4, 6, 0], [5, 6, 0], [4, 5, 0]]","[(0, 5), (1, 3), (2, 3), (3, 3), (4, 5), (5, 6), (6, 6), (7, 7)]","[[4, 3, 2, 1, 0, 6, 5, 7]]",2.0,0,"[0, 1, 2, 1, 0, 5, 5, 7]",5,12,0,0,0,0,0
1010.,False,8,4,3,False,False,"[6, 7, 0]",3,"[[1, 5, 7]]","[(0, 3), (1, 2), (2, 1), (3, 1), (4, 1), (5, 2), (6, 2), (7, 4)]","[[0, 5, 2, 3, 4, 1, 6, 7]]",2.0,0,"[0, 1, 2, 3, 4, 1, 6, 7]",7,1,0,0,0,0,0
10110.,False,16,2,3,False,False,[],0,"[[3, 6, 0], [4, 6, 0], [1, 7, 6], [3, 7, 6], [5, 7, 6, 0], [5, 2, 7], [4, 1, 6], [5, 1, 6, 0], [4, 5, 0]]","[(0, 4), (1, 4), (2, 2), (3, 3), (4, 4), (5, 5), (6, 5), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,2,0,0,0,0
10111.,False,16,2,4,False,False,[],0,"[[3, 6, 0], [4, 6, 0], [1, 7, 6], [3, 7, 6], [4, 7, 6], [5, 2, 7, 6, 0], [4, 1, 6], [5, 1, 6, 0], [4, 5, 0]]","[(0, 4), (1, 4), (2, 2), (3, 3), (4, 5), (5, 4), (6, 5), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,1,1,0,0,0
10112.,False,17,2,4,False,False,[],0,"[[3, 6, 0], [4, 6, 0], [1, 7, 6], [3, 7, 6], [4, 7, 6], [5, 7, 6, 0], [5, 2, 7], [4, 1, 6], [5, 1, 6, 0], [4, 5, 0]]","[(0, 4), (1, 4), (2, 2), (3, 3), (4, 5), (5, 5), (6, 5), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,2,0,0,0,0
10113.,False,16,3,4,False,False,[5],1,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [3, 6, 0], [4, 6, 0], [4, 1, 6], [5, 1, 6, 0], [4, 5, 0]]","[(0, 5), (1, 3), (2, 1), (3, 3), (4, 5), (5, 5), (6, 5), (7, 5)]","[[7, 1, 2, 3, 4, 5, 6, 0]]",2.0,0,"[0, 1, 2, 3, 4, 5, 6, 0]",7,8,1,0,0,0,0
10114.,False,16,3,4,False,False,[],0,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [3, 6, 0], [4, 6, 0], [4, 1, 6], [5, 1, 6, 0], [4, 5, 0]]","[(0, 5), (1, 3), (2, 2), (3, 2), (4, 5), (5, 5), (6, 5), (7, 5)]","[[7, 1, 3, 2, 4, 6, 5, 0]]",2.0,0,"[0, 1, 2, 2, 4, 5, 5, 0]",5,8,1,0,0,0,0
10115.,False,16,3,4,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [5, 2, 7], [3, 6, 0], [4, 6, 0], [4, 1, 6], [5, 1, 6, 0], [4, 5, 0]]","[(0, 5), (1, 3), (2, 2), (3, 3), (4, 5), (5, 5), (6, 4), (7, 5)]","[[4, 3, 2, 1, 0, 7, 6, 5]]",2.0,0,"[0, 1, 2, 1, 0, 5, 6, 5]",5,8,1,0,0,0,0
10116.,False,17,2,4,False,False,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [3, 6, 0], [4, 6, 0], [4, 1, 6], [5, 1, 6, 0], [4, 5, 0]]","[(0, 5), (1, 3), (2, 2), (3, 3), (4, 5), (5, 5), (6, 5), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,9,1,0,0,0,0
10117.,False,16,3,4,False,False,[5],1,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [4, 1, 7, 0], [5, 1, 7], [6, 1, 7], [3, 6, 0], [4, 6, 0], [4, 5, 0]]","[(0, 5), (1, 4), (2, 1), (3, 3), (4, 4), (5, 5), (6, 5), (7, 5)]","[[7, 4, 2, 3, 1, 5, 6, 0]]",2.0,0,"[0, 1, 2, 3, 1, 5, 6, 0]",6,8,1,0,0,0,0
10118.,False,16,3,4,False,False,[5],1,"[[3, 7, 0], [4, 7, 0], [6, 7, 0], [4, 1, 7], [5, 1, 7, 0], [6, 1, 7], [3, 6, 0], [4, 6, 0], [4, 5, 0]]","[(0, 5), (1, 4), (2, 1), (3, 3), (4, 5), (5, 4), (6, 5), (7, 5)]","[[0, 1, 2, 3, 4, 5, 7, 6]]",2.0,0,"[0, 1, 2, 3, 4, 5, 6, 6]",7,8,1,0,0,0,0
10119.,False,16,3,4,False,False,[5],1,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [4, 1, 7], [5, 1, 7], [6, 1, 7, 0], [3, 6, 0], [4, 6, 0], [4, 5, 0]]","[(0, 5), (1, 4), (2, 1), (3, 3), (4, 5), (5, 5), (6, 4), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,1,0,0,0,0
1011.,False,9,3,3,False,False,"[6, 7, 0]",3,"[[6, 7, 0], [1, 5, 7]]","[(0, 3), (1, 2), (2, 1), (3, 1), (4, 1), (5, 2), (6, 3), (7, 5)]","[[0, 5, 2, 3, 4, 1, 6, 7], [6, 1, 4, 3, 2, 5, 0, 7]]",4.0,0,"[0, 1, 2, 3, 2, 1, 0, 7]",5,2,0,0,0,0,0
10120.,False,17,3,4,False,False,[5],1,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [4, 1, 7], [5, 1, 7], [6, 1, 7], [3, 6, 0], [4, 6, 0], [4, 5, 0]]","[(0, 5), (1, 4), (2, 1), (3, 3), (4, 5), (5, 5), (6, 5), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,10,0,0,0,0,0
10121.,False,16,3,3,False,False,[],0,"[[5, 7, 0], [6, 7, 0], [5, 2, 7], [4, 1, 7, 0], [5, 1, 7], [6, 1, 7], [3, 6, 0], [4, 6, 0], [4, 5, 0]]","[(0, 5), (1, 4), (2, 2), (3, 2), (4, 4), (5, 5), (6, 5), (7, 5)]","[[7, 4, 3, 2, 1, 6, 5, 0]]",2.0,0,"[0, 1, 2, 2, 1, 5, 5, 0]",4,8,1,0,0,0,0
10122.,False,16,3,4,False,False,[],0,"[[4, 7, 0], [6, 7, 0], [5, 2, 7, 0], [4, 1, 7], [5, 1, 7, 0], [6, 1, 7], [3, 6, 0], [4, 6, 0], [4, 5, 0]]","[(0, 5), (1, 4), (2, 2), (3, 2), (4, 5), (5, 4), (6, 5), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,2,0,0,0,0
